"1","11","LETTER","10","EU","0","0.87","0"
"2","11","LETTER","20","EU","0","0.87","0"
"3","11","LETTER","40","EU","0","1.28","0"
"4","11","LETTER","60","EU","0","1.66","0"
"5","11","LETTER","80","EU","0","1.91","0"
"6","11","LETTER","100","EU","0","2.21","0"
"7","11","LETTER","10","WZ1","0","0.87","0"
"8","11","LETTER","20","WZ1","0","1.28","0"
"9","11","LETTER","40","WZ1","0","1.90","0"
"10","11","LETTER","60","WZ1","0","2.38","0"
"11","11","LETTER","80","WZ1","0","2.89","0"
"12","11","LETTER","100","WZ1","0","3.30","0"
"13","11","LETTER","10","WZ2","0","0.87","0"
"14","11","LETTER","20","WZ2","0","1.28","0"
"15","11","LETTER","40","WZ2","0","1.90","0"
"16","11","LETTER","60","WZ2","0","2.38","0"
"17","11","LETTER","80","WZ2","0","2.89","0"
"18","11","LETTER","100","WZ2","0","3.30","0"
"19","11","LETTER","150","EU","0","2.93","0"
"20","11","LETTER","200","EU","0","3.16","0"
"21","11","LETTER","250","EU","0","3.39","0"
"22","11","LETTER","300","EU","0","3.62","0"
"23","11","LETTER","400","EU","0","4.22","0"
"24","11","LETTER","500","EU","0","4.82","0"
"25","11","LETTER","600","EU","0","5.42","0"
"26","11","LETTER","700","EU","0","6.02","0"
"27","11","LETTER","800","EU","0","6.62","0"
"28","11","LETTER","900","EU","0","7.22","0"
"29","11","LETTER","1000","EU","0","7.82","0"
"30","11","LETTER","1100","EU","0","8.42","0"
"31","11","LETTER","1200","EU","0","9.02","0"
"32","11","LETTER","1300","EU","0","9.62","0"
"33","11","LETTER","1400","EU","0","10.22","0"
"34","11","LETTER","1500","EU","0","10.82","0"
"35","11","LETTER","1600","EU","0","11.42","0"
"36","11","LETTER","1700","EU","0","12.02","0"
"37","11","LETTER","1800","EU","0","12.62","0"
"38","11","LETTER","1900","EU","0","13.22","0"
"39","11","LETTER","2000","EU","0","13.82","0"
"40","11","LETTER","150","WZ1","0","3.86","0"
"41","11","LETTER","200","WZ1","0","4.42","0"
"42","11","LETTER","250","WZ1","0","4.98","0"
"43","11","LETTER","300","WZ1","0","5.54","0"
"44","11","LETTER","400","WZ1","0","6.76","0"
"45","11","LETTER","500","WZ1","0","7.98","0"
"46","11","LETTER","600","WZ1","0","9.20","0"
"47","11","LETTER","700","WZ1","0","10.42","0"
"48","11","LETTER","800","WZ1","0","11.64","0"
"49","11","LETTER","900","WZ1","0","12.86","0"
"50","11","LETTER","1000","WZ1","0","14.08","0"
"51","11","LETTER","1100","WZ1","0","15.30","0"
"52","11","LETTER","1200","WZ1","0","16.52","0"
"53","11","LETTER","1300","WZ1","0","17.74","0"
"54","11","LETTER","1400","WZ1","0","18.96","0"
"55","11","LETTER","1500","WZ1","0","20.18","0"
"56","11","LETTER","1600","WZ1","0","21.40","0"
"57","11","LETTER","1700","WZ1","0","22.62","0"
"58","11","LETTER","1800","WZ1","0","23.84","0"
"59","11","LETTER","1900","WZ1","0","25.06","0"
"60","11","LETTER","2000","WZ1","0","26.28","0"
"61","11","LETTER","150","WZ2","0","3.90","0"
"62","11","LETTER","200","WZ2","0","4.50","0"
"63","11","LETTER","250","WZ2","0","5.10","0"
"64","11","LETTER","300","WZ2","0","5.70","0"
"65","11","LETTER","400","WZ2","0","6.98","0"
"66","11","LETTER","500","WZ2","0","8.26","0"
"67","11","LETTER","600","WZ2","0","9.54","0"
"68","11","LETTER","700","WZ2","0","10.82","0"
"69","11","LETTER","800","WZ2","0","12.10","0"
"70","11","LETTER","900","WZ2","0","13.38","0"
"71","11","LETTER","1000","WZ2","0","14.66","0"
"72","11","LETTER","1100","WZ2","0","15.94","0"
"73","11","LETTER","1200","WZ2","0","17.22","0"
"74","11","LETTER","1300","WZ2","0","18.50","0"
"75","11","LETTER","1400","WZ2","0","19.78","0"
"76","11","LETTER","1500","WZ2","0","21.06","0"
"77","11","LETTER","1600","WZ2","0","22.34","0"
"78","11","LETTER","1700","WZ2","0","23.62","0"
"79","11","LETTER","1800","WZ2","0","24.90","0"
"80","11","LETTER","1900","WZ2","0","26.18","0"
"81","11","LETTER","2000","WZ2","0","27.46","0"
"82","11","SMALL_PACKET","100","EU","0","2.70","0"
"83","11","SMALL_PACKET","100","WZ1","0","3.30","0"
"84","11","SMALL_PACKET","100","WZ2","0","3.30","0"
"85","11","SMALL_PACKET","150","EU","0","2.93","0"
"86","11","SMALL_PACKET","200","EU","0","3.16","0"
"87","11","SMALL_PACKET","250","EU","0","3.39","0"
"88","11","SMALL_PACKET","300","EU","0","3.62","0"
"89","11","SMALL_PACKET","400","EU","0","4.22","0"
"90","11","SMALL_PACKET","500","EU","0","4.82","0"
"91","11","SMALL_PACKET","600","EU","0","5.42","0"
"92","11","SMALL_PACKET","700","EU","0","6.02","0"
"93","11","SMALL_PACKET","800","EU","0","6.62","0"
"94","11","SMALL_PACKET","900","EU","0","7.22","0"
"95","11","SMALL_PACKET","1000","EU","0","7.82","0"
"96","11","SMALL_PACKET","1100","EU","0","8.42","0"
"97","11","SMALL_PACKET","1200","EU","0","9.02","0"
"98","11","SMALL_PACKET","1300","EU","0","9.62","0"
"99","11","SMALL_PACKET","1400","EU","0","10.22","0"
"100","11","SMALL_PACKET","1500","EU","0","10.82","0"
"101","11","SMALL_PACKET","1600","EU","0","11.42","0"
"102","11","SMALL_PACKET","1700","EU","0","12.02","0"
"103","11","SMALL_PACKET","1800","EU","0","12.62","0"
"104","11","SMALL_PACKET","1900","EU","0","13.22","0"
"105","11","SMALL_PACKET","2000","EU","0","13.82","0"
"106","11","SMALL_PACKET","150","WZ1","0","3.86","0"
"107","11","SMALL_PACKET","200","WZ1","0","4.42","0"
"108","11","SMALL_PACKET","250","WZ1","0","4.98","0"
"109","11","SMALL_PACKET","300","WZ1","0","5.54","0"
"110","11","SMALL_PACKET","400","WZ1","0","6.76","0"
"111","11","SMALL_PACKET","500","WZ1","0","7.98","0"
"112","11","SMALL_PACKET","600","WZ1","0","9.20","0"
"113","11","SMALL_PACKET","700","WZ1","0","10.42","0"
"114","11","SMALL_PACKET","800","WZ1","0","11.64","0"
"115","11","SMALL_PACKET","900","WZ1","0","12.86","0"
"116","11","SMALL_PACKET","1000","WZ1","0","14.08","0"
"117","11","SMALL_PACKET","1100","WZ1","0","15.30","0"
"118","11","SMALL_PACKET","1200","WZ1","0","16.52","0"
"119","11","SMALL_PACKET","1300","WZ1","0","17.74","0"
"120","11","SMALL_PACKET","1400","WZ1","0","18.96","0"
"121","11","SMALL_PACKET","1500","WZ1","0","20.18","0"
